person,user_name,user_screen_name,created_at,full_text,full_text_norm,entities_user_mentions,entities_hashtags,favorite_count,retweet_count,reply_count
Jokowi,Joko Widodo,jokowi,2019-10-19T03:03:00Z,"Lima tahun begitu singkat untuk menghela negeri besar ini mengejar ketertinggalan, beranjak menuju bangsa yang maju, dan mengurangi ketimpangan antardaerah. Inilah sejumlah pencapaian pembangunan lima tahun pemerintahan Jokowi-JK di bidang politik, ekonomi, dan sosial budaya.",singkat menghela negeri mengejar ketertinggalan beranjak bangsa maju mengurangi ketimpangan antardaerah pencapaian pembangunan pemerintah jokowi jk bidang politik ekonomi sosial budaya,NA,NA,22488,4212,1315
Jokowi,Joko Widodo,jokowi,2019-10-18T08:20:00Z,"Foto bersama di undakan tangga istana pada hari kerja terakhir pemerintahan periode 2014-2019. Terima kasih Bapak Jusuf Kalla, juga segenap menteri kabinet yang telah bekerja bersama saya selama lima tahun terakhir.",foto undakan tangga istana kerja pemerintah periode jusuf kalla segenap menteri kabinet,NA,NA,30751,5624,1332
Jokowi,Joko Widodo,jokowi,2019-10-18T01:08:00Z,"Lima tahun periode ini berjalan adalah lima tahun derap pembangunan infrastruktur di semua bidang: jalan, jalan tol, jembatan, pelabuhan, bendungan, bandara, sampai pos lintas batas negara. Dengan itulah, kita percaya diri untuk melangkah menyambut lima tahun berikutnya.",periode berjalan derap pembangunan infrastruktur bidang jalan jalan tol jembatan pelabuhan bendungan bandara pos lintas batas negara percaya melangkah menyambut,NA,NA,17925,3200,1167
Jokowi,Joko Widodo,jokowi,2019-10-17T01:51:00Z,"Saya membaca beberapa versi “bocoran” menteri kabinet periode 2019-2024 dengan antusias, kalau-kalau itu benar adalah bocoran Yang jelas, susunan kabinet sudah rampung. Saya umumkan segera setelah pelantikan Presiden pada 20 Oktober, bisa hari yang sama, atau setelahnya.",baca versi bocoran menteri kabinet periode antusias bocoran susunan kabinet rampung umumkan pelantikan presiden twenty oktober setelahnya,NA,NA,16971,2849,1650
Jokowi,Joko Widodo,jokowi,2019-10-16T09:10:00Z,"Saat bertemu pimpinan MPR periode 2019-2024 pagi ini, kami sempat menyinggung soal amendemen UUD 1945. Yang penting adalah melakukan kajian mendalam, menampung usulan semua tokoh, akademisi, dan masyarakat sebelun dirumuskan. Jadi, berikan kesempatan kepada MPR untuk bekerja",bertemu pimpinan mpr periode pagi menyinggung amendemen uud onethousandninehundredforty- kajian mendalam menampung usul tokoh akademisi masyarakat sebelun dirumuskan kesempatan mpr,NA,NA,5426,503,200
Jokowi,Joko Widodo,jokowi,2019-10-16T06:52:00Z,"Menerima pimpinan MPR yang menyampaikan undangan pelantikan presiden dan wakil presiden terpilih 20 Oktober mendatang. Kepada pimpinan MPR saya berharap agar penyelenggaraan upacara dan perayaan di acara itu dilakukan sederhana, tanpa mengurangi kekhidmatan dan keagungan acara.",menerima pimpinan mpr undangan pelantikan presiden wakil presiden terpilih twenty oktober pimpinan mpr berharap penyelenggaraan upacara perayaan acara sederhana mengurangi kekhidmatan keagungan acara,NA,NA,7851,745,302
Jokowi,Joko Widodo,jokowi,2019-10-15T03:04:00Z,"Menerima Pak Zulkifli Hasan, Ketua MPR periode 2014-2019, di istana, kemarin. Kami berdiskusi mengenai tantangan Indonesia ke depan. Mengingat beliau adalah mantan Ketua MPR, saya bertanya soal kajian MPR periode lalu atas amendemen terbatas UUD 1945 dan rencana ke depannya.",menerima zulkifli hasan ketua mpr periode istana kemarin berdiskusi tantangan indonesia beliau mantan ketua mpr kajian mpr periode amendemen terbatas uud onethousandninehundredforty- rencana depannya,NA,NA,5655,483,274
Jokowi,Joko Widodo,jokowi,2019-10-14T10:19:00Z,"Palapa Ring, jaringan kabel optik yang menghubungkan seluruh wilayah Indonesia yang saya resmikan tadi, ibarat jalan tol untuk internet kecepatan tinggi. Sebanyak 514 kabupaten/kota di Indonesia, seluruhnya sudah terhubung dengan jalan tol itu.",palapa ring jaringan kabel optik menghubungkan wilayah indonesia resmikan jalan tol internet kecepatan fivehundredfourteen kabupaten kota indonesia terhubung jalan tol,NA,NA,11348,1664,663
Jokowi,Joko Widodo,jokowi,2019-10-11T12:38:00Z,"Bertemu sahabat, Bapak @Prabowo, sore ini di istana. Kami berdiskusi tentang ekonomi negara kita, juga soal pemindahan ibu kota baru ke Kalimantan Timur. Bagaimana dengan isu soal koalisi? Tentu ada juga pembicaraan soal itu, tapi belum final.",bertemu sahabat sore istana berdiskusi ekonomi negara pemindahan kota kalimantan timur isu koalisi pembicaraan final,Prabowo,NA,16742,2670,957
Jokowi,Joko Widodo,jokowi,2019-10-11T10:40:00Z,"Sudah lama saya janjian untuk bertemu dengan Pak @SBYudhoyono, Presiden RI ke-6. Alhamdulillah, kemarin waktunya pas. Kami bertemu di Istana Merdeka. Kami membahas banyak hal, tentang situasi kebangsaan kita, tentang situasi ekonomi global, dll.",janjian bertemu presiden indonesia kemarin pas bertemu istana merdeka membahas situasi kebangsaan situasi ekonomi global,SBYudhoyono,NA,6653,769,167
Jokowi,Joko Widodo,jokowi,2019-10-11T08:10:00Z,"Anak-anak SD dari Sentani, Papua berkunjung ke istana, hari ini. Saya pernah bertemu mereka di Sentani, saat berkunjung ke sana Maret lalu, seusai banjir bandang menerjang kampung mereka. Saat itu, anak-anak ini minta sekolah mereka diperbaiki, dan ingin diundang ke ibu kota.",anak anak sd sentani papua berkunjung istana bertemu sentani berkunjung maret banjir bandang menerjang kampung anak anak sekolah diperbaiki diundang kota,NA,NA,9093,956,248
Jokowi,Joko Widodo,jokowi,2019-10-10T14:20:00Z,"Saya juga mengajak masyarakat untuk bersama-sama memerangi radikalisme dan terorisme yang ada di Tanah Air. Hanya dengan upaya kita bersama, terorisme dan radikalisme akan bisa kita selesaikan dan berantas dari negara yang kita cintai ini.",mengajak masyarakat memerangi radikalisme terorisme tanah air upaya terorisme radikalisme selesaikan berantas negara cintai,NA,NA,6698,961,1651
Jokowi,Joko Widodo,jokowi,2019-10-10T14:19:00Z,"Bapak Wiranto saat ini dalam penanganan tim dokter di RSPAD Gatot Subroto. Mohon doa untuk kesembuhan beliau. Terkait peristiwa itu, saya telah menginstruksikan kepada Polri untuk mengusut tuntas dan menindak tegas pelaku penusukan beserta jaringannya.",wiranto penanganan tim dokter rspad gatot subroto mohon doa kesembuhan beliau terkait peristiwa menginstruksikan polri mengusut tuntas menindak pelaku penusukan beserta jaringannya,NA,NA,13410,1952,1641
Jokowi,Joko Widodo,jokowi,2019-10-09T10:11:00Z,"PM Singapura Lee Hsien Loong memamerkan anggrek hibrida yang tengah mekar di jambangan bunga ruang utama The Istana, kemarin. Nama anggrek silangan ini: Dendrobium Iriana Jokowi -- dari nama Ibu Negara yang empat tahun lalu jadi tamu kehormatan di Singapore Botanic Gardens.",pm singapura lee hsien loong pamer anggrek hibrida mekar jambangan bunga ruang utama istana kemarin nama anggrek silangan dendrobium iriana jokowi nama negara tamu kehormatan singapore botanic gardens,NA,NA,7435,729,254
Jokowi,Joko Widodo,jokowi,2019-10-09T01:32:00Z,Saya dan PM Singapura Lee Hsien Loong kemarin membahas antara lain soal Flight Information Region dalam Annual Leaders Meeting. Tim teknis kedua negara telah memulai pertemuan pada 7 Oktober dan diharapkan segera membuahkan hasil konkret. Terima kasih PM Lee.,pm singapura lee hsien loong kemarin membahas flight information region annual leaders meeting tim teknis negara pertemuan oktober diharapkan membuahkan hasil konkret pm lee,NA,NA,6251,596,190
Jokowi,Joko Widodo,jokowi,2019-10-08T14:29:00Z,"Menuju Presidents Lounge, The Istana, Singapura, bersama Perdana Menteri Lee Hsien Loong sore tadi seusai upacara penyambutan.",presidents lounge istana singapura perdana menteri lee hsien loong sore upacara penyambutan,NA,NA,5781,521,151
Jokowi,Joko Widodo,jokowi,2019-10-08T14:22:00Z,"Tak kurang dari 44 kantor dan sarana pendidikan, 450 ruko, dan 165 rumah rusak dalam kerusuhan di Wamena, 23 September lalu. Sebelum ke Singapura tadi, saya memerintahkan Menteri PUPR, Wakil Menteri Keuangan, dan Kepala BNPB untuk menangani kerusakan itu.",forty- kantor sarana pendidikan fourhundredfifty ruko onehundredsixty- rumah rusak kerusuhan wamena twenty- september singapura memerintahkan menteri pupr wakil menteri keuangan kepala bnpb menangani kerusakan,NA,NA,6030,745,402
Jokowi,Joko Widodo,jokowi,2019-10-08T10:59:00Z,Menuju Singapura sore ini untuk menghadiri Annual Leaders Meeting dengan Perdana Menteri Lee Hsien Loong. Kami bertemu untuk membahas antara lain dua kawasan industri kerjasama Indonesia dan Singapura: Kendal Industrial Park di Jawa Tengah dan Nongsa Digital Park di Kota Batam.,singapura sore menghadiri annual leaders meeting perdana menteri lee hsien loong bertemu membahas kawasan industri kerjasama indonesia singapura kendal industrial park jawa nongsa digital park kota batam,NA,NA,5646,558,181
Jokowi,Joko Widodo,jokowi,2019-10-07T12:24:00Z,"Perdana Menteri Belanda Mark Rutte tiba di Istana Bogor siang tadi. Di antara negara-negara Eropa, Belanda adalah mitra perdagangan nomor dua terbesar Indonesia, mitra investasi nomor satu, dan wisatawan nomor empat terbesar dari Eropa. Selamat datang di Indonesia, PM Rutte.",perdana menteri belanda mark rutte istana bogor siang negara negara eropa belanda mitra perdagangan nomor terbesar indonesia mitra investasi nomor wisatawan nomor terbesar eropa selamat indonesia pm rutte,NA,NA,9101,904,313
Jokowi,Joko Widodo,jokowi,2019-10-05T10:06:00Z,"Selamat HUT ke-74 TNI. Penghargaan saya kepada prajurit TNI yang gugur di medan tugas demi tegaknya kedaulatan NKRI. Juga atas peran TNI yang sigap membantu rakyat di wilayah bencana, menjaga kelancaran pemilu 2019, dan memastikan negara hadir sampai pulau terdepan Indonesia.",selamat hut seventy- tni penghargaan prajurit tni gugur medan tugas tegaknya kedaulatan nkri peran tni sigap bantu rakyat wilayah bencana menjaga kelancaran pemilu twothousandnineteen negara hadir pulau terdepan indonesia,NA,NA,10016,1254,237
Jokowi,Joko Widodo,jokowi,2019-10-05T02:01:00Z,"Tentara Nasional Indonesia adalah milik nasional yang berada di atas semua golongan, yang senantiasa menjamin keutuhan wilayah nasional, dan membangun persatuan dan solidaritas anak bangsa. Selamat Hari TNI ke-74. TNI profesional adalah kebanggaan rakyat.",tentara nasional indonesia milik nasional golongan senantiasa menjamin keutuhan wilayah nasional membangun persatuan solidaritas anak bangsa selamat tni seventy- tni profesional kebanggaan rakyat,NA,NA,13033,2149,302
Jokowi,Joko Widodo,jokowi,2019-10-04T02:21:00Z,"Kerja keras para Manggala Agni, jajaran TNI dan POLRI, BPPT dan BMKG, BNPB, serta BPBD dan Masyarakat Peduli Api di Sumatra dan Kalimantan telah menunjukkan hasil. Alhamdulillah, sepekan terakhir, kebakaran hutan dan lahan telah berkurang jauh.",kerja keras manggala agni jajaran tni polri bppt bmkg bnpb bpbd masyarakat peduli api sumatra kalimantan hasil sepekan kebakaran hutan lahan berkurang,NA,NA,16804,2272,886
Jokowi,Joko Widodo,jokowi,2019-10-03T10:00:00Z,"Lima tahun sudah pemerintahan ini, dan siang tadi saya memimpin sidang kabinet paripurna terakhir di periode 2014-2019. Terima kasih kepada semua menteri, kepala lembaga, atas kerja keras lima tahun ini membantu saya dan Pak JK menjalankan visi dan program-program kita bersama.",pemerintah siang memimpin sidang kabinet paripurna periode menteri kepala lembaga kerja keras bantu jk menjalankan visi program program,NA,NA,16498,2274,1193
Jokowi,Joko Widodo,jokowi,2019-10-02T11:56:00Z,"Ini kisah tentang batik. Jumat lalu, saya kedatangan tamu, seorang sahabat, mantan Perdana Menteri Australia, Pak Malcolm Turnbull. Beliau mengenakan kemeja batik. Dan saya jadi pangling melihatnya. Pak Turnbull terlihat seperti bukan dari Australia. Seperti pria dari Solo...",kisah batik jumat kedatangan tamu sahabat mantan perdana menteri australia malcolm turnbull beliau mengenakan kemeja batik pangling turnbull australia pria solo,NA,NA,14400,1653,813
Jokowi,Joko Widodo,jokowi,2019-10-02T09:49:00Z,"Ibu Negara dan Ibu Ida Jusuf Kalla membatik dengan canting pada sebentang kain putih di acara peringatan Hari Batik Nasional 2019 di Puro Mangkunegaran, Surakarta, siang tadi. Saya yang mengenakan batik motif tambal pamiluto pun ikut membatik. Selamat Hari Batik Nasional 2019.",negara ida jusuf kalla membatik canting sebentang kain putih acara peringatan batik nasional twothousandnineteen puro mangkunegaran surakarta siang mengenakan batik motif tambal pamiluto membatik selamat batik nasional,NA,NA,7658,758,150
Jokowi,Joko Widodo,jokowi,2019-10-02T04:03:00Z,"Dengan kemeja batik, saya menuju Jawa Tengah pagi ini untuk menghadiri puncak peringatan Hari Batik Nasional 2019 di Kota Surakarta. Sudahkah Anda mengenakan batik hari ini?",kemeja batik jawa pagi menghadiri puncak peringatan batik nasional twothousandnineteen kota surakarta mengenakan batik,NA,NA,13763,1494,718
Jokowi,Joko Widodo,jokowi,2019-10-01T08:37:00Z,Selamat bekerja kepada para anggota MPR/DPR/DPD RI masa bakti tahun 2019-2024.,selamat anggota mpr dpr dpd indonesia bakti,NA,NA,13881,1830,830
Jokowi,Joko Widodo,jokowi,2019-10-01T08:03:00Z,"Persembahan lagu-lagu perjuangan oleh aubade pada peringatan Hari Kesaktian Pancasila yang hikmat di Monumen Pancasila Sakti, Lubang Buaya, Jakarta Timur, Selasa 1 Oktober 2019.",persembahan lagu lagu perjuangan aubade peringatan kesaktian pancasila hikmat monumen pancasila sakti lubang buaya jakarta timur selasa oktober,NA,NA,7231,757,166
Jokowi,Joko Widodo,jokowi,2019-10-01T02:05:00Z,"Sebagai dasar negara, Pancasila telah memandu bangsa Indonesia untuk bersatu dalam keberagaman. Berbagai ujian datang menggoyahkan persatuan itu, tapi semuanya terpental oleh komitmen kita bersama untuk mengamalkan nilai-nilai luhur Pancasila dalam kehidupan bermasyarakat.",dasar negara pancasila memandu bangsa indonesia bersatu keberagaman ujian menggoyahkan persatuan terpental komitmen mengamalkan nilai nilai luhur pancasila kehidupan bermasyarakat,NA,NA,17498,4198,814
Jokowi,Joko Widodo,jokowi,2019-09-30T09:37:00Z,"Kepala Suku Lembah Baliem di Wamena juga telah mengimbau seluruh warga untuk tidak mengungsi keluar Wamena. Seluruh masyarakat agar tetap tenang, menahan diri, menghindari provokasi-provokasi seperti yang begitu banyak di media sosial, dengan berbagai isu yang berkembang.",kepala suku lembah baliem wamena mengimbau warga mengungsi wamena masyarakat tenang tahan menghindari provokasi provokasi isu berkembang,NA,NA,3423,458,194
Jokowi,Joko Widodo,jokowi,2019-09-30T09:36:00Z,"Aparat keamanan telah bekerja keras untuk melindungi semua warga. Polisi telah menangkap beberapa tersangka pembunuhan dan pembakaran di Wamena itu. Saya sudah memerintahkan Menkopolhukam, jajaran TNI dan Polri, untuk mengejar perusuh-perusuh yang belum tertangkap.",aparat keamanan keras melindungi warga polisi menangkap tersangka pembunuhan pembakaran wamena memerintahkan menkopolhukam jajaran tni polri mengejar perusuh perusuh tertangkap,NA,NA,3806,485,146
Jokowi,Joko Widodo,jokowi,2019-09-30T09:35:00Z,"Saya menyampaikan dukacita yang mendalam atas meninggalnya 33 orang warga dalam peristiwa kekerasan di Wamena. Kejadian ini bukanlah konflik bernuansa etnis. Ini penyerangan oleh kelompok kriminal bersenjata ke warga di permukiman, seraya melakukan pembakaran rumah penduduk.",dukacita mendalam meninggalnya thirty- orang warga peristiwa kekerasan wamena kejadian konflik bernuansa etnis penyerangan kelompok kriminal bersenjata warga permukiman seraya pembakaran rumah penduduk,NA,NA,17868,3025,1555
Jokowi,Joko Widodo,jokowi,2019-09-27T08:07:00Z,My deepest condolences to the family and friends as well as to the people of France on the passing of former President Jacques Chirac (1932-2019). President Chirac was a leader who was loved and close to his people. A leader that unites and brought prosperity to France.,maya deepest condolences family friends people france passing presiden jacques chirac presiden chirac leader loved close people leader unites brought prosperity france,NA,NA,5504,488,501
Jokowi,Joko Widodo,jokowi,2019-09-27T08:07:00Z,"Duka cita yang mendalam kepada keluarga serta rakyat Prancis atas wafatnya mantan Presiden Prancis Jacques Chirac (1932-2019). Presiden Chirac adalah pemimpin yang dicintai dan dekat kepada rakyatnya, seorang tokoh yang mempersatukan dan memberikan kesejahteraan ke Prancis.",duka cita mendalam keluarga rakyat prancis wafatnya mantan presiden prancis jacques chirac presiden chirac pemimpin cinta rakyat tokoh mempersatukan kesejahteraan prancis,NA,NA,12175,1140,2091
Jokowi,Joko Widodo,jokowi,2019-09-27T07:25:00Z,"Saya telah menerima laporan dari Kapolri mengenai penyebab meninggalnya ananda Randi dan Yusuf. Saya meminta Kapolri untuk melakukan investigasi serta memeriksa seluruh jajarannya. Dan, jika ada unsur pelanggaran prosedur dalam kejadian ini, pelakunya harus mendapat sanksi.",menerima laporan kapolri penyebab meninggalnya ananda randi yusuf kapolri investigasi memeriksa jajarannya unsur pelanggaran prosedur kejadian pelakunya sanksi,NA,NA,8138,1623,1009
Jokowi,Joko Widodo,jokowi,2019-09-27T07:24:00Z,"Saya menyampaikan belasungkawa yang dalam atas meninggalnya ananda Randi dan ananda Yusuf Kardawi, mahasiswa Universitas Halu Oleo, seusai menyampaikan aspirasi mahasiswa di DPRD Sulawesi Tenggara, Kamis lalu.",belasungkawa meninggalnya ananda randi ananda yusuf kardawi mahasiswa universitas halu oleo aspirasi mahasiswa dprd sulawesi tenggara kamis,NA,NA,21133,3751,1297
Jokowi,Joko Widodo,jokowi,2019-09-27T06:02:00Z,"Gempa bumi M 6,5 yang mengguncang kawasan Maluku, Kamis, menurut BPBD Maluku, telah menimbulkan korban jiwa 23 orang, lebih 100 luka-luka, dan ribuan orang mengungsi. Atas nama pribadi dan pemerintah saya turut berduka cita atas musibah yang menimpa saudara-saudara kita.",gempa bumi mengguncang kawasan maluku kamis bpbd maluku menimbulkan korban jiwa twenty- orang onehundred luka luka ribuan orang mengungsi nama pribadi pemerintah berduka cita musibah menimpa saudara saudara,NA,NA,9468,1806,337
Jokowi,Joko Widodo,jokowi,2019-09-26T13:41:00Z,"Saya sendiri hendak bertemu dengan perwakilan para mahasiswa, Insya Allah besok, untuk mendengar langsung dan menampung aspirasi yang disampaikan dengan lebih terperinci. Terima kasih.",bertemu perwakilan mahasiswa allah besok mendengar langsung menampung aspirasi terperinci,NA,NA,13216,4219,1191
Jokowi,Joko Widodo,jokowi,2019-09-26T13:40:00Z,"Terkait penanganan aksi demonstrasi di lapangan, saya memerintahkan Kapolri agar menanganinya dengan cara-cara persuasif, terukur, dan tidak represif. Saya juga mengingatkan agar demonstrasi hendaknya dilakukan dengan cara-cara yang damai dan tidak mengganggu ketertiban umum.",terkait penanganan aksi demonstrasi lapangan memerintahkan kapolri menanganinya persuasif terukur represif demonstrasi damai mengganggu ketertiban,NA,NA,8286,1482,507
Jokowi,Joko Widodo,jokowi,2019-09-26T13:40:00Z,Saya menghargai aspirasi yang disampaikan para mahasiswa dan berbagai elemen masyarakat selama beberapa hari terakhir. Masukan-masukan yang disampaikan dalam demonstrasi itu menjadi catatan besar dalam rangka memperbaiki kekurangan yang ada di negara kita.,menghargai aspirasi mahasiswa elemen masyarakat masuk masuk demonstrasi catatan rangka memperbaiki kekurangan negara,NA,NA,32096,7544,2340
Jokowi,Joko Widodo,jokowi,2019-09-26T13:35:00Z,"Dari para cendekiawan dan budayawan yang saya temui hari ini, saya mendengar banyak masukan, di antaranya opsi penerbitan Peraturan Pemerintah Pengganti Undang-Undang terhadap revisi UU KPK. Saya mempertimbangkan usulan itu sambil melihat opsi-opsi lain yang dapat ditempuh.",cendekiawan budayawan temui mendengar masuk opsi penerbitan peraturan pemerintah pengganti undang undang revisi undang undang kpk mempertimbangkan usul opsi opsi ditempuh,NA,NA,16536,3375,1430
Jokowi,Joko Widodo,jokowi,2019-09-25T02:16:00Z,"Mendengarkan para wakil petani yang menyampaikan berbagai persoalan reforma agraria, soal redistribusi lahan, perhutanan sosial, masyarakat transmigrasi, dll, kemarin di istana. Hasil pertemuan ini akan saya tindak lanjuti selekas mungkin dengan langkah-langkah yang nyata.",mendengarkan wakil petani reforma agraria redistribusi lahan perhutanan sosial masyarakat transmigrasi kemarin istana hasil pertemuan tindak selekas langkah langkah nyata,NA,NA,16709,1979,2381
Jokowi,Joko Widodo,jokowi,2019-09-24T07:10:00Z,Untuk mereka yang bekerja dalam senyap... Terima kasih.,senyap,NA,NA,38992,8177,2774
Jokowi,Joko Widodo,jokowi,2019-09-23T04:46:00Z,Susunan balok biru kuning bendung Sungai Gugubali di Pulau Morotai ini adalah teknologi Bendung Modular yang dikembangkan Kementerian PUPR. Lebarnya 30 m untuk mengairi daerah irigasi seluas 300 ha. Inovasi teknologi ini bermanfaat untuk daerah terpencil seperti Pulau Morotai.,susunan balok biru kuning bendung sungai gugubali pulau morotai teknologi bendung modular dikembangkan kementerian pupr lebarnya thirty mengairi daerah irigasi seluas threehundred inovasi teknologi bermanfaat daerah terpencil pulau morotai,NA,NA,9684,1096,837
Jokowi,Joko Widodo,jokowi,2019-09-22T23:17:00Z,"Indonesia merajai ganda putra turnamen bulutangkis China Open 2019 di Changzhou, Tiongkok. Di final yang berlangsung kemarin, Marcus Fernaldi Gideon/Kevin Sanjaya Sukamuljo menjadi juara mengalahkan seniornya, Hendra Setiawan/Mohammad Ahsan. Selamat kepada duo Minions!",indonesia merajai ganda putra turnamen bulutangkis china twothousandnineteen changzhou tiongkok final kemarin marcus fernaldi gideon kevin sanjaya sukamuljo juara mengalahkan seniornya hendra setiawan mohammad ahsan selamat duo minions,NA,NA,17480,2777,438
Jokowi,Joko Widodo,jokowi,2019-09-22T08:53:00Z,"Jalan Tol Jakarta-Cikampek II yang hampir rampung adalah jembatan terpanjang di Indonesia. Membentang 36,4 km di atas ruas Tol Jakarta-Cikampek, seluruhnya konstruksi layang yang ditunjang 9.000 tiang pancang. Insya Allah, Japek II beroperasi pada akhir November 2019.",jalan tol jakarta cikampek rampung jembatan terpanjang indonesia membentang thirty- ruas tol jakarta cikampek konstruksi layang ditunjang tiang pancang allah japek beroperasi november,NA,NA,12786,1760,987
Jokowi,Joko Widodo,jokowi,2019-09-22T05:50:00Z,"Pesawat Hercules C-130 terbang di atas Riau dan CN295 di udara Kalimantan, hari Rabu dan Jumat kemarin, menyemai garam di lintasan awan, Syukur Alhamdulillah, operasi modifikasi cuaca ini berhasil menurunkan hujan yang membasahi hutan-hutan Riau dan Kalimantan yang disasar.",pesawat hercules onehundredthirty terbang riau cn 95 udara kalimantan rabu jumat kemarin menyemai garam lintasan awan syukur operasi modifikasi cuaca berhasil menurunkan hujan membasahi hutan hutan riau kalimantan disasar,NA,NA,15444,3765,1256
Jokowi,Joko Widodo,jokowi,2019-09-21T12:24:00Z,"Jalan-jalan pagi di sekitar Istana Bogor bersama Jan Ethes, melihat kuda, kambing, dan rusa merumput di pelataran. Ngomong-ngomong, Jan Ethes paling suka binatang apa?",jalan jalan pagi istana bogor ethes kuda kambing rusa merumput pelataran ngomong ngomong ethes suka binatang,NA,NA,33390,5440,6997
Jokowi,Joko Widodo,jokowi,2019-09-20T10:26:00Z,"Mencermati masukan dari berbagai kalangan mengenai RUU KUHP, masih terdapat sejumlah materi yang butuh pendalaman. Terdapat kurang lebih 14 pasal yang masih harus kita tinjau. Sikap pemerintah adalah menunda pengesahan RUU KUHP.",mencermati masuk kalangan ruu kuhp materi butuh pendalaman fourteen pasal tinjau sikap pemerintah menunda pengesahan ruu kuhp,NA,NA,19862,5325,2280
Jokowi,Joko Widodo,jokowi,2019-09-20T02:56:00Z,"Interiornya bagus dan bersih. Ada yang mirip kabin pesawat. Itulah gerbong kereta penumpang untuk Bandara Soekarno-Hatta, antarkota, LRT di Palembang, bahkan diekspor ke Bangladesh dan Filipina. Gerbong-gerbong kereta dibuat di mana? Saksikan liputan ini ",interiornya bagus bersih kabin pesawat gerbong kereta penumpang bandara soekarno hatta antarkota lrt palembang diekspor bangladesh filipina gerbong gerbong kereta saksikan,NA,NA,13010,2137,712
Jokowi,Joko Widodo,jokowi,2019-09-18T08:21:00Z,"Bersama Ibu Sinta Nuriyah Wahid, Ibu Omi Komariah Madjid, serta para tokoh multikultural bangsa dalam Forum Titik Temu di Jakarta, siang ini. Kemajemukan membuat kita kaya imajinasi untuk berinovasi, semakin matang, dan menjadi satu bagian tak terpisahkan dari kemajuan ekonomi.",sinta nuriyah wahid omi komariah madjid tokoh multikultural bangsa forum titik temu jakarta siang kemajemukan kaya imajinasi berinovasi matang terpisahkan kemajuan ekonomi,NA,NA,6135,645,367
Jokowi,Joko Widodo,jokowi,2019-09-18T08:05:00Z,"Meninjau lokasi kebakaran hutan dan lahan Riau, langsung di darat dan dari udara, kemarin. Semua harus aktif mencegah kebakaran: kepala desa, camat, bupati, babinsa, babinkamtibmas, polsek, koramil ... semuanya.",meninjau lokasi kebakaran hutan lahan riau langsung darat udara kemarin aktif mencegah kebakaran kepala desa camat bupati babinsa babinkamtibmas polsek koramil,NA,NA,23743,4798,1394
Jokowi,Joko Widodo,jokowi,2019-09-17T06:58:00Z,"Penanganan kebakaran hutan dan lahan di Pelalawan, Riau, hari ini. Sudah tiba 5.600 personil tambahan, water bombing digelar dengan 52 pesawat, dan pesawat penyemai hari ini akan membuat hujan buatan di lapangan. Meski, yang paling benar adalah pencegahan sebelum kejadian.",penanganan kebakaran hutan lahan pelalawan riau personil tambahan water bombing digelar fifty- pesawat pesawat penyemai hujan buatan lapangan pencegahan kejadian,NA,NA,43262,12525,3305
Jokowi,Joko Widodo,jokowi,2019-09-17T01:37:00Z,"Semalam di Pekanbaru, saya meminta BNPB memperluas cakupan hujan buatan seraya menambah pasukan dan petugas pemadam. Kedua, menindak tegas para pelaku pembakaran, dari korporasi atau individu. Ketiga, pencegahan agar titik api yang sudah diketahui tidak membesar dan meluas.",semalam pekanbaru bnpb memperluas cakupan hujan buatan seraya menambah pasukan petugas pemadam menindak pelaku pembakaran korporasi individu ketiga pencegahan titik api membesar meluas,NA,NA,16178,3362,1128
Jokowi,Joko Widodo,jokowi,2019-09-16T12:58:00Z,"Mendarat di Pangkalan TNI AU Roesmin Nurjadin di Pekanbaru, Riau, dengan Pesawat Kepresidenan Indonesia-1 selepas magrib tadi. Malam ini juga di Pekanbaru, saya langsung menggelar rapat terbatas mengenai kebakaran hutan dan lahan.",mendarat pangkalan tni au roesmin nurjadin pekanbaru riau pesawat kepresidenan indonesia selepas magrib malam pekanbaru langsung menggelar rapat terbatas kebakaran hutan lahan,NA,NA,20703,4915,1853
Jokowi,Joko Widodo,jokowi,2019-09-16T11:35:00Z,"Pemerintah akan mengajukan banyak revisi UU terkait perizinan dan investasi yang memungkinkan keleluasaan Indonesia bergerak lebih jauh dan bersaing dengan negara lain. Dihitung-hitung, ada kurang lebih 74 UU.",pemerintah mengajukan revisi undang undang terkait perizinan investasi keleluasaan indonesia bergerak bersaing negara dihitung hitung seventy- undang undang,NA,NA,8185,1023,1395
Jokowi,Joko Widodo,jokowi,2019-09-13T06:49:00Z,KPK harus tetap memegang peran sentral dalam pemberantasan korupsi. Harus didukung dengan kewenangan dan kekuatan yang memadai dan lebih kuat. Saya telah menugaskan dua menteri untuk menyampaikan sikap dan pandangan pemerintah terkait substansi di revisi UU KPK inisiatif DPR.,kpk memegang peran sentral pemberantasan korupsi didukung kewenangan kekuatan memadai kuat menugaskan menteri sikap pandangan pemerintah terkait substansi revisi undang undang kpk inisiatif dpr,NA,NA,18033,3117,2263
